date,SX5T Index
2004-07-21,3718.24
2004-07-22,3652.18
2004-07-23,3642.65
2004-07-26,3597.91
2004-07-27,3638.62
2004-07-28,3632.48
2004-07-29,3702.83
2004-07-30,3709.41
2004-08-02,3677.89
2004-08-03,3701.7
2004-08-04,3663.26
2004-08-05,3670.06
2004-08-06,3575.57
2004-08-09,3545.32
2004-08-10,3576.59
2004-08-11,3542.49
2004-08-12,3534.78
2004-08-13,3522.82
2004-08-16,3557.15
2004-08-17,3574.25
2004-08-18,3588.04
2004-08-19,3592.61
2004-08-20,3584.75
2004-08-23,3635.81
2004-08-24,3631.43
2004-08-25,3638.98
2004-08-26,3671.75
2004-08-27,3693.42
2004-08-30,3683.2
2004-08-31,3647.34
2004-09-01,3675.85
2004-09-02,3702.47
2004-09-03,3741.07
2004-09-06,3753.31
2004-09-07,3758.14
2004-09-08,3751.36
2004-09-09,3729.21
2004-09-10,3749.85
2004-09-13,3797.64
2004-09-14,3785.1
2004-09-15,3774.28
2004-09-16,3777.18
2004-09-17,3808.28
2004-09-20,3791.15
2004-09-21,3811.05
2004-09-22,3768.72
2004-09-23,3735.64
2004-09-24,3741.94
2004-09-27,3721.51
2004-09-28,3733.24
2004-09-29,3750.54
2004-09-30,3723.25
2004-10-01,3818.54
2004-10-04,3855.93
2004-10-05,3865.02
2004-10-06,3867.43
2004-10-07,3871.17
2004-10-08,3846.31
2004-10-11,3843.69
2004-10-12,3808.36
2004-10-13,3814.09
2004-10-14,3791.92
2004-10-15,3788.3
2004-10-18,3781.8
2004-10-19,3826.29
2004-10-20,3782.67
2004-10-21,3806.25
2004-10-22,3809.49
2004-10-25,3735.01
2004-10-26,3741.84
2004-10-27,3807.1
2004-10-28,3850.7
2004-10-29,3841.39
2004-11-01,3871.87
2004-11-02,3901.64
2004-11-03,3909.18
2004-11-04,3907.6
2004-11-05,3928.47
2004-11-08,3925.31
2004-11-09,3915.0
2004-11-10,3925.55
2004-11-11,3968.29
2004-11-12,3973.1
2004-11-15,3960.41
2004-11-16,3934.23
2004-11-17,3993.3
2004-11-18,3986.43
2004-11-19,3953.47
2004-11-22,3935.01
2004-11-23,3931.32
2004-11-24,3934.2
2004-11-25,3971.56
2004-11-26,3964.44
2004-11-29,3953.77
2004-11-30,3933.58
2004-12-01,3983.93
2004-12-02,4002.55
2004-12-03,3981.84
2004-12-06,3972.16
2004-12-07,3991.2
2004-12-08,3983.01
2004-12-09,3949.61
2004-12-10,3971.42
2004-12-13,4004.88
2004-12-14,4012.63
2004-12-15,3996.01
2004-12-16,4006.93
2004-12-17,3954.75
2004-12-20,3974.94
2004-12-21,3983.92
2004-12-22,4018.02
2004-12-23,4036.05
2004-12-24,4036.37
2004-12-27,4026.81
2004-12-28,4041.77
2004-12-29,4039.1
2004-12-30,4036.48
2004-12-31,4036.18
2005-01-03,4063.34
2005-01-04,4064.83
2005-01-05,4032.1
2005-01-06,4058.17
2005-01-07,4076.73
2005-01-10,4073.93
2005-01-11,4036.25
2005-01-12,4001.65
2005-01-13,4018.5
2005-01-14,4034.78
2005-01-17,4055.1
2005-01-18,4054.22
2005-01-19,4050.76
2005-01-20,4020.4
2005-01-21,4024.73
2005-01-24,4020.56
2005-01-25,4049.0
2005-01-26,4046.02
2005-01-27,4065.7
2005-01-28,4047.44
2005-01-31,4086.74
2005-02-01,4121.14
2005-02-02,4139.61
2005-02-03,4123.23
2005-02-04,4164.19
2005-02-07,4184.53
2005-02-08,4189.91
2005-02-09,4174.1
2005-02-10,4173.61
2005-02-11,4223.07
2005-02-14,4217.15
2005-02-15,4232.49
2005-02-16,4207.27
2005-02-17,4205.6
2005-02-18,4212.04
2005-02-21,4200.53
2005-02-22,4175.3
2005-02-23,4151.78
2005-02-24,4147.28
2005-02-25,4199.28
2005-02-28,4193.24
2005-03-01,4220.82
2005-03-02,4226.68
2005-03-03,4220.36
2005-03-04,4259.8
2005-03-07,4270.31
2005-03-08,4246.74
2005-03-09,4225.7
2005-03-10,4186.85
2005-03-11,4196.04
2005-03-14,4196.53
2005-03-15,4228.07
2005-03-16,4157.32
2005-03-17,4167.85
2005-03-18,4186.68
2005-03-21,4165.57
2005-03-22,4182.43
2005-03-23,4163.8
2005-03-24,4196.45
2005-03-29,4208.36
2005-03-30,4190.4
2005-03-31,4189.68
2005-04-01,4198.11
2005-04-04,4172.14
2005-04-05,4202.17
2005-04-06,4218.85
2005-04-07,4241.34
2005-04-08,4241.76
2005-04-11,4231.41
2005-04-12,4210.23
2005-04-13,4231.33
2005-04-14,4224.18
2005-04-15,4141.08
2005-04-18,4052.91
2005-04-19,4066.08
2005-04-20,4048.16
2005-04-21,4056.42
2005-04-22,4093.36
2005-04-25,4108.6
2005-04-26,4103.34
2005-04-27,4050.82
2005-04-28,4042.17
2005-04-29,4045.74
2005-05-02,4075.72
2005-05-03,4094.38
2005-05-04,4121.17
2005-05-05,4154.93
2005-05-06,4175.33
2005-05-09,4158.5
2005-05-10,4125.76
2005-05-11,4108.4
2005-05-12,4141.1
2005-05-13,4145.86
2005-05-16,4138.49
2005-05-17,4133.94
2005-05-18,4206.99
2005-05-19,4230.41
2005-05-20,4228.55
2005-05-23,4260.88
2005-05-24,4258.33
2005-05-25,4249.02
2005-05-26,4285.46
2005-05-27,4285.61
2005-05-30,4309.35
2005-05-31,4281.74
2005-06-01,4351.03
2005-06-02,4358.19
2005-06-03,4336.23
2005-06-06,4315.25
2005-06-07,4367.33
2005-06-08,4354.47
2005-06-09,4350.76
2005-06-10,4379.9
2005-06-13,4402.17
2005-06-14,4406.39
2005-06-15,4385.05
2005-06-16,4402.52
2005-06-17,4428.14
2005-06-20,4412.38
2005-06-21,4436.77
2005-06-22,4440.2
2005-06-23,4453.26
2005-06-24,4411.66
2005-06-27,4371.89
2005-06-28,4413.06
2005-06-29,4436.17
2005-06-30,4440.33
2005-07-01,4479.88
2005-07-04,4489.64
2005-07-05,4479.44
2005-07-06,4502.07
2005-07-07,4426.6
2005-07-08,4502.74
2005-07-11,4534.09
2005-07-12,4520.02
2005-07-13,4554.02
2005-07-14,4577.11
2005-07-15,4579.21
2005-07-18,4576.12
2005-07-19,4628.58
2005-07-20,4614.36
2005-07-21,4608.83
2005-07-22,4599.06
2005-07-25,4606.53
2005-07-26,4613.11
2005-07-27,4624.09
2005-07-28,4655.11
2005-07-29,4645.97
2005-08-01,4638.89
2005-08-02,4682.03
2005-08-03,4673.24
2005-08-04,4627.11
2005-08-05,4584.99
2005-08-08,4601.66
2005-08-09,4655.99
2005-08-10,4711.73
2005-08-11,4688.42
2005-08-12,4662.71
2005-08-15,4652.44
2005-08-16,4625.97
2005-08-17,4613.08
2005-08-18,4592.99
2005-08-19,4654.99
2005-08-22,4658.16
2005-08-23,4614.58
2005-08-24,4607.55
2005-08-25,4557.57
2005-08-26,4510.84
2005-08-29,4533.04
2005-08-30,4524.84
2005-08-31,4566.37
2005-09-01,4592.27
2005-09-02,4581.25
2005-09-05,4621.31
2005-09-06,4675.53
2005-09-07,4686.24
2005-09-08,4682.28
2005-09-09,4700.51
2005-09-12,4693.49
2005-09-13,4652.79
2005-09-14,4671.59
2005-09-15,4671.64
2005-09-16,4710.17
2005-09-19,4695.78
2005-09-20,4723.08
2005-09-21,4654.52
2005-09-22,4634.19
2005-09-23,4661.19
2005-09-26,4758.26
2005-09-27,4734.9
2005-09-28,4798.12
2005-09-29,4774.79
2005-09-30,4796.84
2005-10-03,4825.99
2005-10-04,4846.81
2005-10-05,4783.31
2005-10-06,4734.78
2005-10-07,4720.71
2005-10-10,4731.54
2005-10-11,4740.34
2005-10-12,4701.7
2005-10-13,4661.92
2005-10-14,4687.33
2005-10-17,4697.39
2005-10-18,4666.64
2005-10-19,4589.42
2005-10-20,4596.64
2005-10-21,4577.43
2005-10-24,4634.5
2005-10-25,4609.84
2005-10-26,4626.29
2005-10-27,4537.91
2005-10-28,4544.68
2005-10-31,4648.52
2005-11-01,4639.13
2005-11-02,4650.56
2005-11-03,4708.02
2005-11-04,4699.9
2005-11-07,4710.48
2005-11-08,4708.96
2005-11-09,4700.59
2005-11-10,4707.98
2005-11-11,4771.27
2005-11-14,4779.62
2005-11-15,4782.09
2005-11-16,4750.77
2005-11-17,4768.31
2005-11-18,4800.62
2005-11-21,4832.59
2005-11-22,4833.29
2005-11-23,4862.6
2005-11-24,4849.04
2005-11-25,4858.76
2005-11-28,4840.57
2005-11-29,4855.37
2005-11-30,4832.11
2005-12-01,4908.45
2005-12-02,4934.0
2005-12-05,4905.6
2005-12-06,4930.04
2005-12-07,4913.92
2005-12-08,4920.99
2005-12-09,4907.55
2005-12-12,4926.16
2005-12-13,4946.16
2005-12-14,4933.23
2005-12-15,4937.7
2005-12-16,4986.0
2005-12-19,4978.07
2005-12-20,4992.1
2005-12-21,5035.32
2005-12-22,5034.03
2005-12-23,5045.87
2005-12-27,5063.74
2005-12-28,5053.8
2005-12-29,5069.52
2005-12-30,5017.08
2006-01-02,5054.05
2006-01-03,5068.09
2006-01-04,5121.54
2006-01-05,5118.44
2006-01-06,5141.92
2006-01-09,5148.64
2006-01-10,5111.91
2006-01-11,5145.1
2006-01-12,5148.02
2006-01-13,5090.59
2006-01-16,5111.85
2006-01-17,5063.68
2006-01-18,5007.72
2006-01-19,5040.05
2006-01-20,4980.55
2006-01-23,4971.45
2006-01-24,4955.13
2006-01-25,5018.7
2006-01-26,5107.66
2006-01-27,5171.93
2006-01-30,5160.77
2006-01-31,5180.25
2006-02-01,5233.46
2006-02-02,5161.46
2006-02-03,5163.47
2006-02-06,5168.85
2006-02-07,5166.72
2006-02-08,5153.49
2006-02-09,5231.3
2006-02-10,5187.54
2006-02-13,5232.22
2006-02-14,5242.07
2006-02-15,5235.49
2006-02-16,5272.95
2006-02-17,5288.7
2006-02-20,5287.36
2006-02-21,5305.28
2006-02-22,5359.99
2006-02-23,5352.7
2006-02-24,5370.54
2006-02-27,5390.98
2006-02-28,5298.27
2006-03-01,5343.38
2006-03-02,5283.98
2006-03-03,5242.18
2006-03-06,5270.43
2006-03-07,5257.97
2006-03-08,5233.76
2006-03-09,5275.56
2006-03-10,5332.75
2006-03-13,5369.96
2006-03-14,5381.91
2006-03-15,5394.09
2006-03-16,5390.65
2006-03-17,5380.43
2006-03-20,5394.01
2006-03-21,5402.53
2006-03-22,5431.04
2006-03-23,5419.32
2006-03-24,5434.43
2006-03-27,5374.11
2006-03-28,5350.65
2006-03-29,5371.82
2006-03-30,5439.65
2006-03-31,5414.42
2006-04-03,5449.41
2006-04-04,5409.32
2006-04-05,5428.73
2006-04-06,5425.03
2006-04-07,5371.39
2006-04-10,5401.55
2006-04-11,5324.66
2006-04-12,5307.98
2006-04-13,5315.27
2006-04-18,5304.18
2006-04-19,5374.75
2006-04-20,5431.08
2006-04-21,5471.13
2006-04-24,5437.35
2006-04-25,5449.77
2006-04-26,5472.16
2006-04-27,5444.39
2006-04-28,5408.45
2006-05-01,5408.45
2006-05-02,5446.54
2006-05-03,5389.74
2006-05-04,5427.87
2006-05-05,5479.74
2006-05-08,5486.72
2006-05-09,5505.7
2006-05-10,5474.17
2006-05-11,5437.75
2006-05-12,5319.27
2006-05-15,5264.54
2006-05-16,5292.65
2006-05-17,5115.07
2006-05-18,5121.39
2006-05-19,5148.26
2006-05-22,5033.85
2006-05-23,5148.34
2006-05-24,5083.75
2006-05-25,5169.27
2006-05-26,5261.43
2006-05-29,5233.99
2006-05-30,5107.87
2006-05-31,5178.47
2006-06-01,5194.37
2006-06-02,5182.65
2006-06-05,5136.25
2006-06-06,5032.81
2006-06-07,5083.59
2006-06-08,4941.78
2006-06-09,5025.45
2006-06-12,4968.02
2006-06-13,4864.21
2006-06-14,4873.04
2006-06-15,4985.85
2006-06-16,4943.47
2006-06-19,4988.68
2006-06-20,5023.82
2006-06-21,5041.02
2006-06-22,5067.72
2006-06-23,5075.31
2006-06-26,5053.41
2006-06-27,5013.52
2006-06-28,5012.21
2006-06-29,5121.71
2006-06-30,5216.5
2006-07-03,5239.29
2006-07-04,5250.49
2006-07-05,5176.65
2006-07-06,5239.23
2006-07-07,5223.41
2006-07-10,5246.2
2006-07-11,5176.48
2006-07-12,5194.68
2006-07-13,5097.47
2006-07-14,5019.75
2006-07-17,5005.98
2006-07-18,4996.66
2006-07-19,5130.5
2006-07-20,5136.19
2006-07-21,5089.62
2006-07-24,5198.16
2006-07-25,5196.1
2006-07-26,5209.34
2006-07-27,5267.72
2006-07-28,5309.28
2006-07-31,5282.49
2006-08-01,5212.87
2006-08-02,5292.71
2006-08-03,5251.99
2006-08-04,5323.83
2006-08-07,5238.15
2006-08-08,5252.25
2006-08-09,5308.76
2006-08-10,5263.28
2006-08-11,5266.74
2006-08-14,5330.59
2006-08-15,5398.35
2006-08-16,5433.78
2006-08-17,5446.68
2006-08-18,5434.21
2006-08-21,5413.93
2006-08-22,5435.86
2006-08-23,5387.75
2006-08-24,5420.56
2006-08-25,5419.54
2006-08-28,5458.82
2006-08-29,5456.29
2006-08-30,5472.14
2006-08-31,5459.0
2006-09-01,5476.48
2006-09-04,5500.45
2006-09-05,5471.99
2006-09-06,5406.71
2006-09-07,5360.11
2006-09-08,5374.98
2006-09-11,5363.97
2006-09-12,5431.2
2006-09-13,5454.98
2006-09-14,5442.14
2006-09-15,5464.38
2006-09-18,5459.17
2006-09-19,5418.62
2006-09-20,5506.23
2006-09-21,5528.92
2006-09-22,5465.28
2006-09-25,5478.73
2006-09-26,5551.55
2006-09-27,5584.89
2006-09-28,5583.17
2006-09-29,5589.53
2006-10-02,5579.59
2006-10-03,5561.9
2006-10-04,5611.49
2006-10-05,5647.5
2006-10-06,5648.15
2006-10-09,5646.96
2006-10-10,5678.4
2006-10-11,5688.04
2006-10-12,5734.63
2006-10-13,5733.46
2006-10-16,5737.62
2006-10-17,5662.49
2006-10-18,5722.43
2006-10-19,5715.89
2006-10-20,5732.19
2006-10-23,5765.09
2006-10-24,5757.9
2006-10-25,5765.26
2006-10-26,5776.95
2006-10-27,5762.58
2006-10-30,5744.86
2006-10-31,5744.69
2006-11-01,5759.97
2006-11-02,5702.97
2006-11-03,5727.47
2006-11-06,5806.06
2006-11-07,5845.73
2006-11-08,5847.1
2006-11-09,5845.94
2006-11-10,5835.86
2006-11-13,5867.9
2006-11-14,5865.29
2006-11-15,5900.47
2006-11-16,5901.89
2006-11-17,5863.2
2006-11-20,5887.5
2006-11-21,5887.94
2006-11-22,5886.38
2006-11-23,5873.14
2006-11-24,5819.1
2006-11-27,5718.59
2006-11-28,5714.08
2006-11-29,5783.06
2006-11-30,5731.51
2006-12-01,5652.4
2006-12-04,5696.74
2006-12-05,5761.44
2006-12-06,5753.35
2006-12-07,5776.89
2006-12-08,5778.61
2006-12-11,5826.06
2006-12-12,5835.91
2006-12-13,5885.63
2006-12-14,5920.85
2006-12-15,5952.23
2006-12-18,5936.99
2006-12-19,5894.47
2006-12-20,5920.42
2006-12-21,5911.17
2006-12-22,5855.69
2006-12-27,5943.89
2006-12-28,5937.85
2006-12-29,5922.44
2007-01-02,6013.35
2007-01-03,6022.14
2007-01-04,6007.07
2007-01-05,5937.47
2007-01-08,5928.82
2007-01-09,5937.67
2007-01-10,5883.2
2007-01-11,5991.86
2007-01-12,6004.6
2007-01-15,6022.66
2007-01-16,5996.51
2007-01-17,5964.23
2007-01-18,5950.67
2007-01-19,6002.1
2007-01-22,5955.42
2007-01-23,5954.82
2007-01-24,6022.93
2007-01-25,6005.89
2007-01-26,5970.12
2007-01-29,5995.75
2007-01-30,6036.6
2007-01-31,6012.6
2007-02-01,6061.29
2007-02-02,6085.87
2007-02-05,6084.54
2007-02-06,6093.18
2007-02-07,6118.49
2007-02-08,6082.31
2007-02-09,6114.43
2007-02-12,6064.94
2007-02-13,6101.18
2007-02-14,6141.46
2007-02-15,6128.67
2007-02-16,6113.22
2007-02-19,6140.32
2007-02-20,6117.4
2007-02-21,6091.8
2007-02-22,6104.71
2007-02-23,6111.2
2007-02-26,6149.09
2007-02-27,5982.73
2007-02-28,5882.54
2007-03-01,5802.2
2007-03-02,5773.88
2007-03-05,5728.44
2007-03-06,5772.09
2007-03-07,5788.76
2007-03-08,5876.01
2007-03-09,5889.08
2007-03-12,5853.26
2007-03-13,5782.69
2007-03-14,5622.98
2007-03-15,5737.3
2007-03-16,5735.83
2007-03-19,5837.95
2007-03-20,5872.56
2007-03-21,5870.78
2007-03-22,6002.92
2007-03-23,6033.87
2007-03-26,5962.65
2007-03-27,5979.2
2007-03-28,5942.63
2007-03-29,6017.3
2007-03-30,6020.28
2007-04-02,6032.55
2007-04-03,6114.27
2007-04-04,6136.62
2007-04-05,6153.73
2007-04-10,6198.79
2007-04-11,6186.88
2007-04-12,6167.89
2007-04-13,6221.68
2007-04-16,6310.89
2007-04-17,6318.28
2007-04-18,6281.63
2007-04-19,6257.74
2007-04-20,6368.58
2007-04-23,6347.62
2007-04-24,6301.04
2007-04-25,6353.86
2007-04-26,6375.45
2007-04-27,6336.05
2007-04-30,6353.72
2007-05-01,6353.82
2007-05-02,6390.04
2007-05-03,6411.4
2007-05-04,6452.37
2007-05-07,6449.03
2007-05-08,6405.48
2007-05-09,6425.39
2007-05-10,6378.23
2007-05-11,6424.45
2007-05-14,6410.86
2007-05-15,6453.43
2007-05-16,6426.68
2007-05-17,6440.17
2007-05-18,6520.92
2007-05-21,6521.84
2007-05-22,6528.19
2007-05-23,6571.71
2007-05-24,6508.71
2007-05-25,6532.64
2007-05-28,6550.12
2007-05-29,6550.96
2007-05-30,6542.04
2007-05-31,6606.37
2007-06-01,6671.25
2007-06-04,6643.19
2007-06-05,6607.91
2007-06-06,6496.79
2007-06-07,6423.16
2007-06-08,6415.79
2007-06-11,6473.08
2007-06-12,6425.47
2007-06-13,6452.82
2007-06-14,6575.03
2007-06-15,6671.73
2007-06-18,6647.0
2007-06-19,6642.6
2007-06-20,6669.59
2007-06-21,6587.34
2007-06-22,6573.69
2007-06-25,6561.61
2007-06-26,6505.7
2007-06-27,6475.01
2007-06-28,6542.32
2007-06-29,6588.96
2007-07-02,6562.45
2007-07-03,6625.21
2007-07-04,6641.69
2007-07-05,6594.82
2007-07-06,6642.66
2007-07-09,6648.99
2007-07-10,6570.03
2007-07-11,6530.93
2007-07-12,6633.99
2007-07-13,6670.51
2007-07-16,6692.54
2007-07-17,6664.26
2007-07-18,6567.21
2007-07-19,6641.23
2007-07-20,6527.57
2007-07-23,6582.66
2007-07-24,6478.86
2007-07-25,6403.74
2007-07-26,6245.17
2007-07-27,6232.93
2007-07-30,6225.0
2007-07-31,6340.04
2007-08-01,6226.26
2007-08-02,6302.09
2007-08-03,6214.71
2007-08-06,6175.89
2007-08-07,6284.66
2007-08-08,6413.71
2007-08-09,6286.09
2007-08-10,6121.78
2007-08-13,6260.8
2007-08-14,6172.24
2007-08-15,6153.8
2007-08-16,5976.2
2007-08-17,6115.76
2007-08-20,6139.43
2007-08-21,6142.04
2007-08-22,6217.73
2007-08-23,6216.81
2007-08-24,6235.55
2007-08-27,6238.96
2007-08-28,6135.59
2007-08-29,6169.27
2007-08-30,6246.56
2007-08-31,6317.82
2007-09-03,6319.93
2007-09-04,6361.66
2007-09-05,6230.81
2007-09-06,6261.28
2007-09-07,6123.44
2007-09-10,6085.22
2007-09-11,6174.82
2007-09-12,6194.45
2007-09-13,6250.82
2007-09-14,6210.11
2007-09-17,6156.07
2007-09-18,6273.48
2007-09-19,6457.25
2007-09-20,6423.16
2007-09-21,6429.32
2007-09-24,6415.02
2007-09-25,6368.34
2007-09-26,6420.57
2007-09-27,6456.73
2007-09-28,6446.03
2007-10-01,6487.14
2007-10-02,6512.69
2007-10-03,6504.69
2007-10-04,6502.94
2007-10-05,6554.32
2007-10-08,6525.71
2007-10-09,6542.94
2007-10-10,6536.89
2007-10-11,6582.45
2007-10-12,6586.06
2007-10-15,6525.67
2007-10-16,6504.97
2007-10-17,6535.71
2007-10-18,6504.19
2007-10-19,6490.77
2007-10-22,6412.76
2007-10-23,6445.42
2007-10-24,6414.09
2007-10-25,6495.02
2007-10-26,6536.39
2007-10-29,6582.37
2007-10-30,6569.85
2007-10-31,6609.36
2007-11-01,6501.38
2007-11-02,6494.75
2007-11-05,6469.3
2007-11-06,6490.71
2007-11-07,6480.4
2007-11-08,6426.3
2007-11-09,6329.44
2007-11-12,6336.87
2007-11-13,6350.27
2007-11-14,6392.37
2007-11-15,6338.08
2007-11-16,6314.72
2007-11-19,6234.27
2007-11-20,6308.81
2007-11-21,6188.38
2007-11-22,6208.05
2007-11-23,6295.96
2007-11-26,6250.94
2007-11-27,6230.94
2007-11-28,6374.65
2007-11-29,6411.9
2007-11-30,6483.05
2007-12-03,6448.7
2007-12-04,6400.66
2007-12-05,6505.25
2007-12-06,6512.12
2007-12-07,6558.86
2007-12-10,6587.15
2007-12-11,6564.18
2007-12-12,6592.98
2007-12-13,6447.36
2007-12-14,6467.86
2007-12-17,6361.85
2007-12-18,6356.94
2007-12-19,6345.42
2007-12-20,6365.14
2007-12-21,6468.18
2007-12-24,6473.84
2007-12-27,6497.77
2007-12-28,6497.82
2007-12-31,6490.55
2008-01-02,6402.36
2008-01-03,6393.78
2008-01-04,6301.0
2008-01-07,6319.93
2008-01-08,6337.43
2008-01-09,6282.97
2008-01-10,6253.74
2008-01-11,6235.57
2008-01-14,6252.35
2008-01-15,6111.96
2008-01-16,6063.85
2008-01-17,6000.99
2008-01-18,5896.8
2008-01-21,5465.64
2008-01-22,5540.38
2008-01-23,5281.05
2008-01-24,5622.12
2008-01-25,5577.9
2008-01-28,5560.7
2008-01-29,5626.56
2008-01-30,5595.99
2008-01-31,5601.14
2008-02-01,5713.22
2008-02-04,5712.77
2008-02-05,5491.05
2008-02-06,5554.63
2008-02-07,5464.78
2008-02-08,5467.55
2008-02-11,5433.56
2008-02-12,5619.11
2008-02-13,5618.29
2008-02-14,5610.44
2008-02-15,5494.3
2008-02-18,5606.33
2008-02-19,5621.33
2008-02-20,5552.2
2008-02-21,5581.36
2008-02-22,5520.64
2008-02-25,5612.06
2008-02-26,5694.85
2008-02-27,5697.29
2008-02-28,5590.32
2008-02-29,5502.01
2008-03-03,5430.12
2008-03-04,5333.64
2008-03-05,5443.47
2008-03-06,5344.69
2008-03-07,5284.11
2008-03-10,5238.94
2008-03-11,5328.31
2008-03-12,5388.95
2008-03-13,5317.94
2008-03-14,5269.21
2008-03-17,5070.1
2008-03-18,5257.5
2008-03-19,5214.47
2008-03-20,5179.55
2008-03-25,5366.71
2008-03-26,5335.49
2008-03-27,5395.55
2008-03-28,5381.0
2008-03-31,5361.8
2008-04-01,5547.26
2008-04-02,5612.79
2008-04-03,5578.87
2008-04-04,5608.81
2008-04-07,5657.96
2008-04-08,5631.44
2008-04-09,5580.33
2008-04-10,5560.35
2008-04-11,5474.44
2008-04-14,5431.97
2008-04-15,5460.78
2008-04-16,5546.31
2008-04-17,5511.8
2008-04-18,5642.13
2008-04-21,5586.48
2008-04-22,5536.43
2008-04-23,5577.08
2008-04-24,5583.34
2008-04-25,5639.89
2008-04-28,5672.49
2008-04-29,5641.07
2008-04-30,5687.75
2008-05-01,5687.75
2008-05-02,5779.27
2008-05-05,5771.3
2008-05-06,5730.95
2008-05-07,5770.74
2008-05-08,5747.02
2008-05-09,5678.12
2008-05-12,5696.32
2008-05-13,5706.79
2008-05-14,5768.32
2008-05-15,5764.43
2008-05-16,5786.48
2008-05-19,5837.69
2008-05-20,5753.0
2008-05-21,5710.57
2008-05-22,5715.53
2008-05-23,5615.32
2008-05-26,5620.12
2008-05-27,5601.16
2008-05-28,5649.69
2008-05-29,5668.72
2008-05-30,5712.58
2008-06-02,5626.33
2008-06-03,5652.94
2008-06-04,5596.03
2008-06-05,5571.49
2008-06-06,5441.2
2008-06-09,5442.15
2008-06-10,5407.9
2008-06-11,5309.1
2008-06-12,5359.34
2008-06-13,5389.7
2008-06-16,5345.94
2008-06-17,5380.37
2008-06-18,5308.31
2008-06-19,5276.15
2008-06-20,5185.16
2008-06-23,5188.9
2008-06-24,5154.38
2008-06-25,5238.98
2008-06-26,5096.59
2008-06-27,5057.11
2008-06-30,5076.09
2008-07-01,4986.76
2008-07-02,4980.19
2008-07-03,5044.36
2008-07-04,4960.01
2008-07-07,5047.03
2008-07-08,4978.79
2008-07-09,5062.86
2008-07-10,4974.17
2008-07-11,4845.04
2008-07-14,4873.01
2008-07-15,4761.63
2008-07-16,4810.16
2008-07-17,4933.39
2008-07-18,5032.54
2008-07-21,5051.3
2008-07-22,5039.68
2008-07-23,5132.49
2008-07-24,5082.6
2008-07-25,5077.38
2008-07-28,5020.23
2008-07-29,5037.58
2008-07-30,5101.93
2008-07-31,5102.67
2008-08-01,5027.07
2008-08-04,4985.61
2008-08-05,5123.29
2008-08-06,5167.14
2008-08-07,5149.29
2008-08-08,5167.3
2008-08-11,5223.66
2008-08-12,5210.3
2008-08-13,5085.84
2008-08-14,5092.74
2008-08-15,5109.09
2008-08-18,5106.77
2008-08-19,4975.79
2008-08-20,4999.35
2008-08-21,4929.01
2008-08-22,5025.33
2008-08-25,4976.79
2008-08-26,5002.59
2008-08-27,5005.21
2008-08-28,5096.65
2008-08-29,5106.07
2008-09-01,5104.21
2008-09-02,5183.72
2008-09-03,5111.67
2008-09-04,4968.81
2008-09-05,4833.8
2008-09-08,4985.49
2008-09-09,4950.5
2008-09-10,4921.58
2008-09-11,4891.34
2008-09-12,4976.23
2008-09-15,4783.66
2008-09-16,4688.43
2008-09-17,4582.67
2008-09-18,4555.43
2008-09-19,4939.04
2008-09-22,4833.41
2008-09-23,4769.71
2008-09-24,4739.32
2008-09-25,4871.91
2008-09-26,4794.96
2008-09-29,4569.73
2008-09-30,4615.31
2008-10-01,4659.6
2008-10-02,4568.7
2008-10-03,4730.19
2008-10-06,4358.25
2008-10-07,4374.16
2008-10-08,4093.28
2008-10-09,3993.76
2008-10-10,3680.37
2008-10-13,4085.28
2008-10-14,4189.25
2008-10-15,3917.71
2008-10-16,3683.3
2008-10-17,3847.98
2008-10-20,3971.85
2008-10-21,3949.5
2008-10-22,3735.22
2008-10-23,3726.2
2008-10-24,3545.74
2008-10-27,3484.6
2008-10-28,3619.29
2008-10-29,3822.26
2008-10-30,3841.7
2008-10-31,3938.53
2008-11-03,3968.39
2008-11-04,4188.96
2008-11-05,4122.36
2008-11-06,3865.93
2008-11-07,3957.94
2008-11-10,3993.38
2008-11-11,3777.07
2008-11-12,3655.88
2008-11-13,3700.34
2008-11-14,3746.06
2008-11-17,3606.37
2008-11-18,3644.91
2008-11-19,3500.44
2008-11-20,3394.65
2008-11-21,3303.02
2008-11-24,3634.47
2008-11-25,3643.03
2008-11-26,3624.59
2008-11-27,3707.46
2008-11-28,3711.05
2008-12-01,3494.33
2008-12-02,3595.3
2008-12-03,3618.8
2008-12-04,3617.57
2008-12-05,3439.45
2008-12-08,3740.62
2008-12-09,3788.74
2008-12-10,3811.32
2008-12-11,3795.77
2008-12-12,3694.23
2008-12-15,3677.33
2008-12-16,3742.83
2008-12-17,3733.83
2008-12-18,3745.98
2008-12-19,3733.34
2008-12-22,3662.33
2008-12-23,3638.63
2008-12-24,3631.42
2008-12-29,3648.04
2008-12-30,3744.54
2008-12-31,3738.65
2009-01-02,3875.68
2009-01-05,3901.57
2009-01-06,3939.79
2009-01-07,3878.86
2009-01-08,3845.26
2009-01-09,3799.46
2009-01-12,3747.84
2009-01-13,3685.79
2009-01-14,3513.34
2009-01-15,3451.98
2009-01-16,3488.33
2009-01-19,3443.91
2009-01-20,3365.03
2009-01-21,3346.11
2009-01-22,3302.74
2009-01-23,3284.1
2009-01-26,3404.74
2009-01-27,3401.44
2009-01-28,3554.51
2009-01-29,3472.82
2009-01-30,3423.21
