date,SX5T Index,macd_12_26
2002-01-31,4707.08,-47.91980769230668
2002-02-01,4723.01,-35.86115384615459
2002-02-04,4641.63,-35.206794871794955
2002-02-05,4534.5,-34.400576923078006
2002-02-06,4469.96,-31.137243589742866
2002-02-07,4514.27,-29.706474358974447
2002-02-08,4498.28,-28.824999999999818
2002-02-11,4560.65,-32.324038461538294
2002-02-12,4544.21,-38.86884615384679
2002-02-13,4580.48,-49.40262820512817
2002-02-14,4637.66,-51.52506410256319
2002-02-15,4559.44,-54.163782051282396
2002-02-18,4536.84,-60.59621794871873
2002-02-19,4423.28,-78.78371794871782
2002-02-20,4402.9,-88.70365384615343
2002-02-21,4463.81,-89.95025641025677
2002-02-22,4399.17,-85.12865384615452
2002-02-25,4480.14,-80.80320512820526
2002-02-26,4514.1,-75.46102564102603
2002-02-27,4605.71,-70.58217948717993
2002-02-28,4648.69,-60.7185897435902
2002-03-01,4675.1,-49.6674358974351
2002-03-04,4807.48,-37.87730769230893
2002-03-05,4786.35,-18.615833333332375
2002-03-06,4807.63,0.7619230769223577
2002-03-07,4830.9,27.98794871794962
2002-03-08,4860.49,60.22006410256381
2002-03-11,4831.01,86.66621794871844
2002-03-12,4775.93,112.89750000000095
2002-03-13,4748.92,127.04891025641064
2002-03-14,4759.89,136.38025641025615
2002-03-15,4816.71,142.33128205128105
2002-03-18,4846.17,145.4075641025638
2002-03-19,4868.67,149.69147435897412
2002-03-20,4805.83,139.4916666666668
2002-03-21,4774.3,131.03288461538432
2002-03-22,4804.58,124.35871794871855
2002-03-25,4762.73,110.85903846153815
2002-03-26,4789.66,95.23269230769256
2002-03-27,4792.53,77.82410256410276
2002-03-28,4855.48,67.04634615384566
2002-04-02,4804.97,58.59564102564036
2002-04-03,4810.72,47.00262820512762
2002-04-04,4737.13,30.486730769231144
2002-04-05,4719.96,12.051538461538257
2002-04-08,4626.28,-8.938782051282942
2002-04-09,4649.73,-21.98711538461521
2002-04-10,4698.78,-29.191217948718077
2002-04-11,4614.41,-37.61294871794871
2002-04-12,4637.98,-42.30224358974374
2002-04-15,4687.35,-46.20192307692378
2002-04-16,4806.32,-44.10737179487205
2002-04-17,4811.83,-45.873333333332994
2002-04-18,4758.11,-46.97448717948737
2002-04-19,4765.09,-50.36006410256414
2002-04-22,4711.79,-51.043653846154484
2002-04-23,4702.17,-50.3061538461543
